VgosDB,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_B,Total_D,Total_E,Total_F,Total_G,Total_H,Total_N,Total_-
20230103-r11084,67,0,0,0,0,2,12,49,212,584,0,0,0,0,0,0,0,0
20230104-r41084,375,0,0,0,1,0,4,31,133,499,0,0,0,0,7,2,26,0
20230109-r11085,72,0,0,0,2,4,24,60,406,630,0,0,0,0,15,1,0,2
20230110-t2p158,352,4,3,10,30,71,143,387,690,521,0,0,0,0,0,3,62,0
20230112-r41085,90,0,0,0,0,2,10,73,235,543,0,0,0,0,7,12,0,266
20230116-r11086,53,0,0,14,11,23,19,123,692,695,0,0,0,0,1,1,2,536
20230119-r41086,85,0,0,0,1,6,17,136,106,377,0,0,0,0,5,3,8,72
20230123-r11087,87,0,0,0,0,13,32,132,490,623,0,0,0,0,0,3,6,562
20230125-rd2301,34,0,0,0,0,1,8,19,66,143,0,0,0,0,11,0,0,358
20230126-r41087,106,0,0,0,2,2,22,72,257,478,0,0,0,0,13,2,0,0
20230130-r11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
20230202-r41088,85,0,0,1,5,13,47,159,206,448,0,0,0,0,21,17,0,0
20230206-r11089,93,0,0,1,2,9,31,132,292,444,0,0,0,0,0,6,2,0
20230207-t2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1842
20230209-r41089,81,0,0,1,4,10,40,110,89,411,0,0,0,0,6,12,0,0
20230213-r11090,109,0,0,0,0,4,31,75,307,714,0,0,0,0,0,0,0,18
20230216-r41090,815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,0
20230220-r11091,52,0,1,12,21,49,44,143,443,558,0,0,0,0,2,1,2,46
20230223-r41091,114,0,0,0,0,11,19,65,264,534,0,0,0,0,6,57,0,0
20230302-r41092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756
20230306-r11093,78,0,0,0,4,4,9,78,199,537,0,0,0,0,4,7,0,202
20230309-r41093,48,0,0,0,0,1,7,44,75,336,0,0,0,0,5,0,6,268
20230313-r11094,88,0,0,0,0,2,8,46,128,680,0,0,0,0,0,2,2,512
20230315-r41094,30,0,0,0,0,6,9,22,13,34,0,0,0,0,0,0,124,0
20230320-r11095,63,0,0,1,1,6,29,135,474,636,0,0,0,0,1,26,0,0
20230322-rd2302,53,0,0,0,8,5,19,43,125,226,0,0,0,0,55,6,0,242
20230323-r41095,37,0,0,0,0,3,10,37,264,474,0,0,0,0,17,2,0,84
20230327-r11096,52,0,0,0,3,15,16,96,301,486,0,0,0,0,0,3,52,0
20230330-r41096,368,0,0,0,0,0,4,17,97,105,0,0,0,0,5,0,12,56
20230403-r11097,22,0,0,0,3,3,7,90,245,208,0,0,0,0,4,2,0,0
20230404-t2160,322,0,0,4,10,31,53,103,188,577,0,0,0,0,0,2,20,98
20230411-r11098,14,0,0,0,2,17,19,57,170,132,0,0,0,0,1,0,4,12
20230412-rd2303,47,0,0,0,4,8,18,50,121,236,0,0,0,0,0,0,6,0
20230413-r41098,70,0,0,0,0,4,11,44,148,559,0,0,0,0,17,0,1221,82
20230417-r11099,52,0,0,1,5,50,128,171,249,454,0,0,0,0,7,23,2,42
20230420-r41099,42,0,0,0,5,44,13,152,17,116,0,0,0,0,4,7,62,0
20230424-r11100,78,0,0,0,0,2,5,35,115,291,0,0,0,0,0,0,0,0
20230427-r41100,58,0,0,0,0,0,6,52,123,228,0,0,0,0,11,4,2,104
20230502-r11101,213,0,0,1,4,36,20,127,149,330,0,0,0,0,0,0,0,12
20230504-r41101,36,0,0,0,2,2,33,71,186,489,0,0,0,0,7,6,0,0
20230508-r11102,26,0,0,0,2,23,101,67,222,470,0,0,0,0,0,1,2,0
20230510-rd2304,13,0,0,0,1,5,23,45,101,180,0,0,0,0,0,0,0,0
20230511-r41102,31,0,0,0,3,15,92,130,277,245,0,0,0,0,8,3,0,78
20230515-r11103,10,0,0,0,1,13,88,80,265,530,0,0,0,0,4,21,0,46
20230522-r11104,11,0,0,0,1,8,29,118,173,385,0,0,0,0,3,0,80,48
20230525-r41104,33,0,0,0,0,0,1,10,35,486,0,0,0,0,4,3,2,64
20230530-r11105,25,0,0,0,0,5,20,86,268,605,0,0,0,0,8,7,0,0
20230531-r41105,10,0,0,0,0,1,4,55,188,316,0,0,0,0,6,0,0,76
20230605-r11106,21,0,0,0,0,1,6,49,269,943,0,0,0,0,1,2,4,0
20230608-r41106,170,0,0,0,4,40,93,148,166,256,0,0,0,0,5,6,60,0
20230612-r11107,34,0,0,1,1,17,11,79,149,354,0,0,0,0,18,8,0,258
20230614-r41107,74,0,0,0,0,3,3,97,141,343,0,0,0,0,3,6,4,0
20230619-r11108,42,0,0,0,0,6,8,68,268,532,0,0,0,0,6,8,0,0
20230620-t2161,321,0,0,0,9,15,35,66,281,705,0,0,0,0,2,0,90,322
20230621-rd2305,69,0,1,1,1,13,19,56,119,189,0,0,0,0,20,0,0,250
20230622-r41108,78,0,0,1,5,19,110,46,160,206,0,0,0,0,13,8,0,28
20230626-r11109,18,0,0,2,3,38,74,97,188,312,0,0,0,0,0,0,0,22
20230629-r41109,62,0,0,0,0,1,17,31,68,145,0,0,0,0,25,1,0,0
20230703-r11110,288,0,1,2,5,72,40,143,213,335,0,0,0,0,0,0,29,0
20230705-rd2306,73,0,0,0,3,3,16,37,84,248,0,0,0,0,0,0,0,0
20230706-r41110,50,0,0,0,0,4,8,31,151,287,0,0,0,0,148,11,0,308
20230710-r11111,14,1,0,1,6,25,40,76,150,182,0,0,0,0,2,1,10,0
20230713-r41111,30,3,5,6,53,93,88,253,192,341,0,0,0,0,56,2,16,14
20230717-r11112,29,0,1,1,1,2,18,31,78,227,0,0,0,0,4,1,3,0
20230720-r41112,67,0,0,0,2,8,38,103,317,402,0,0,0,0,18,15,0,20
20230724-r11113,28,1,2,5,26,60,47,58,92,167,0,0,0,0,5,5,0,4
20230727-r41113,58,0,0,0,0,10,26,175,152,416,0,0,0,0,373,0,2,16
20230803-r41114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230810-r41115,62,0,0,0,0,1,3,32,86,351,0,0,0,0,0,0,1,310
20230828-r11118,6,0,0,1,5,17,45,30,137,274,0,0,0,0,36,29,0,0
20230829-t2162,223,0,0,0,0,13,27,75,156,408,0,0,0,0,0,2,12,62
20230831-r41118,14,0,0,0,1,4,16,18,72,244,0,0,0,0,5,4,24,2
20230905-r11119,5,0,0,0,0,7,69,62,141,264,0,0,0,0,0,0,168,0
20230907-r41119,30,0,0,0,0,0,1,16,60,294,0,0,0,0,5,2,0,4
20230911-r11120,65,0,0,3,8,36,25,57,89,223,0,0,0,0,2,0,0,8
20230913-rd2308,92,0,0,0,2,4,18,37,82,245,0,0,0,0,0,0,0,0
20230914-r41120,119,0,0,0,0,0,2,13,47,177,0,0,0,0,8,0,0,14
20230918-r11121,28,0,1,2,6,20,17,63,80,214,0,0,0,0,3,4,108,0
20230920-r41121,11,0,0,0,2,3,9,15,27,53,0,0,0,0,4,0,0,494
20230926-r11122,110,0,0,2,6,39,13,70,104,303,0,0,0,0,0,1,0,6
20230928-r41122,106,0,0,1,1,0,11,69,238,306,0,0,0,0,28,0,0,14
20231002-r11123,62,0,0,0,4,25,9,68,120,218,0,0,0,0,0,0,74,58
20231005-r41123,51,0,0,0,1,7,11,91,151,488,0,0,0,0,0,0,8,10
20231009-r11124,32,0,1,1,7,24,47,50,56,187,0,0,0,0,3,0,0,0
20231012-r41124,83,0,0,0,1,8,28,69,272,599,0,0,0,0,8,0,6,56
20231017-r11125,58,0,0,2,2,18,29,42,103,273,0,0,0,0,0,1,2,0
20231019-r41125,42,0,0,2,1,2,8,17,34,149,0,0,0,0,9,0,0,0
20231023-r11126,33,0,0,1,6,3,8,37,112,334,0,0,0,0,14,0,0,0
20231024-t2163,382,2,0,12,21,98,205,105,142,182,0,0,0,0,0,59,0,0
20231026-r41126,221,0,0,0,2,3,11,83,244,612,0,0,0,0,10,0,6,22
20231030-r11127,17,0,0,0,3,11,29,60,147,368,0,0,0,0,4,1,0,0
20231102-r41127,37,0,0,0,4,12,33,84,287,542,0,0,0,0,60,27,4,0
20231106-r11128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732
20231109-r41128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716
20231113-r11129,29,0,1,4,8,39,30,76,58,253,0,0,0,0,8,0,4,84
20231116-r41129,110,0,0,0,2,7,44,121,293,381,0,0,0,0,37,9,0,18
20231120-r11130,29,0,0,1,3,6,18,35,65,210,0,0,0,0,10,13,2,122
20231123-r41130,38,0,0,0,1,4,8,32,115,376,0,0,0,0,0,2,2,6
20231127-r11131,17,0,0,2,2,17,21,34,70,188,0,0,0,0,0,1,2,2
20231129-rd2309,72,0,0,0,2,7,16,30,71,204,0,0,0,0,0,0,248,0
20231130-r41131,20,0,1,5,60,73,131,180,277,199,0,0,0,0,8,4,12,634
20231204-r11132,15,2,1,4,4,28,32,67,130,238,0,0,0,0,0,1,0,324
20231207-r41132,37,0,0,0,0,3,4,19,63,421,0,0,0,0,1,0,2,10
20231211-r11133,51,0,0,1,2,7,14,61,196,372,0,0,0,0,0,0,0,0
20231212-t2p164,374,1,3,7,29,88,154,227,386,591,0,0,0,0,0,6,12,564
20231213-rd2310,105,0,0,0,9,15,22,80,275,530,0,0,0,0,0,0,12,0
20231214-r41133,16,0,0,0,1,2,6,34,146,444,0,0,0,0,1,0,236,1140
20231218-r11134,54,1,2,2,4,26,63,106,215,419,0,0,0,0,1,5,0,16
20231220-r41134,44,0,0,0,1,3,6,35,28,85,0,0,0,0,9,1,0,646
20231227-r11135,89,0,0,0,1,4,6,44,194,398,0,0,0,0,0,0,0,2
20231228-r41135,110,0,0,1,1,15,31,127,308,294,0,0,0,0,34,7,0,20
20240102-r11136,98,0,0,0,2,4,10,116,398,726,0,0,0,0,0,2,0,2
20240104-r41136,95,0,0,0,0,2,2,35,180,355,0,0,0,0,13,0,0,40
20240108-r11137,75,0,0,0,1,4,28,113,228,505,0,0,0,0,25,25,2,0
20240109-t2165,177,0,0,0,0,8,17,35,120,461,0,0,0,0,2,78,28,0
20240110-rd2401,155,0,0,3,5,19,60,170,108,255,0,0,0,0,4,17,12,0
20240111-r41137,60,0,0,0,0,2,11,54,133,320,0,0,0,0,10,0,0,118
20240115-r11138,97,0,0,0,2,5,40,124,384,487,0,0,0,0,19,8,2,0
20240118-r41138,61,0,0,0,0,2,4,31,154,287,0,0,0,0,3,0,0,222
20240122-r11139,42,0,0,0,1,4,10,50,123,367,0,0,0,0,0,1,26,4
20240125-r41139,37,0,0,1,5,16,76,191,224,321,0,0,0,0,29,0,0,8
20240129-r11140,70,0,1,0,2,6,23,111,245,319,0,0,0,0,36,3,0,0
20240131-rd2402,199,0,0,0,0,2,11,19,112,279,0,0,0,0,59,7,20,0
20240201-r41140,51,0,0,2,0,10,35,93,206,244,0,0,0,0,38,9,6,98
20240205-r11141,14,0,0,1,1,8,13,56,190,315,0,0,0,0,0,0,4,138
20240208-r41141,14,0,0,6,18,72,83,167,276,187,0,0,0,0,37,0,4,24
20240212-r11142,48,0,0,0,0,1,9,20,98,448,0,0,0,0,13,1,0,0
20240215-r41142,132,0,0,0,7,9,26,72,176,389,0,0,0,0,19,2,530,0
20240219-r11143,36,0,0,0,1,19,42,28,56,119,0,0,0,0,11,0,0,0
20240220-t2p166,573,0,0,0,2,2,11,38,145,646,0,0,0,0,29,0,70,874
20240222-r41143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998
20240226-r11144,140,0,0,0,5,34,52,202,219,681,0,0,0,0,0,1,22,0
20240229-r41144,91,0,0,7,49,79,83,88,146,311,0,0,0,0,59,0,0,123
20240304-r11145,151,0,0,2,1,16,31,117,159,468,0,0,0,0,16,1,2,90
20240307-r41145,93,1,7,13,27,28,40,107,164,341,0,0,0,0,2,0,10,119
20240311-r11146,421,0,0,3,3,26,18,106,154,339,0,0,0,0,0,0,6,90
20240314-r41146,101,0,0,0,3,5,7,68,173,347,0,0,0,0,21,9,0,150
20240318-r11147,71,0,0,6,17,64,30,132,87,282,0,0,0,0,1,0,2,642
20240321-r41147,80,0,3,11,50,73,89,131,293,216,0,0,0,0,30,0,0,896
20240325-r11148,78,0,0,0,2,18,4,75,108,327,0,0,0,0,0,0,0,824
20240402-r11149,68,0,2,7,23,85,51,99,83,198,0,0,0,0,5,3,0,0
20240404-r41149,145,0,0,4,6,33,120,359,224,266,0,0,0,0,56,5,2,40
20240408-r11150,121,0,0,1,1,3,5,29,31,108,0,0,0,0,1,0,38,92
20240411-r41150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
20240415-r11151,30,0,0,0,4,5,15,39,111,336,0,0,0,0,13,3,0,0
20240416-t2167,89,0,0,0,1,23,41,108,306,423,0,0,0,0,2,69,6,424
20240418-r41151,64,9,6,14,93,108,130,357,324,294,0,0,0,0,39,6,0,106
20240422-r11152,31,0,0,2,2,28,17,46,119,188,0,0,0,0,5,0,4,14
20240425-r41152,150,0,1,23,23,205,227,161,173,209,0,0,0,0,104,18,2,168
20240429-r11153,38,0,0,1,1,2,5,42,101,143,0,0,0,0,13,0,0,60
20240502-r41153,214,0,3,22,142,67,83,260,283,384,0,0,0,0,56,15,93,0
20240506-r11154,34,0,0,0,5,19,23,65,151,76,0,0,0,0,3,0,0,0
20240513-r11155,31,0,0,0,4,7,20,70,114,225,0,0,0,0,19,0,0,14
20240521-rd2404,416,0,0,0,0,0,0,2,16,189,0,0,0,0,0,0,13,0
20240523-r41156,870,0,0,0,0,0,0,27,40,521,0,0,0,0,383,1,0,0
20240527-r11157,470,4,0,4,5,164,28,62,48,571,0,0,0,0,21,5,0,158
20240530-r41157,496,3,10,49,145,152,85,49,90,258,0,0,0,0,77,0,328,4
20240603-r11158,102,0,0,0,0,2,1,6,23,153,0,0,0,0,1,0,2,8
20240606-r41158,680,0,0,0,0,0,0,19,13,469,0,0,0,0,435,1,48,7
20240610-r11159,129,0,0,0,0,0,0,1,3,78,0,0,0,0,1,0,0,0
20240613-r41159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240617-r11160,106,0,0,0,0,1,0,8,26,237,0,0,0,0,8,0,0,4
20240620-r41160,120,0,0,11,34,29,16,28,153,323,0,0,0,0,56,0,106,0
20240624-r11161,149,0,0,0,0,3,2,8,11,156,0,0,0,0,0,5,0,0
20240625-t2168,110,0,0,0,0,0,1,1,13,107,0,0,0,0,0,0,0,236
20240626-rd2405,117,0,0,0,0,0,1,9,56,208,0,0,0,0,17,0,0,44
20240627-r41161,705,0,0,1,1,2,10,19,60,305,0,0,0,0,43,0,6,18
20240701-r11162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240709-rd2406,79,0,0,0,0,1,0,8,29,95,0,0,0,0,0,0,46,0
20240715-r11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240718-r41164,89,0,0,0,10,37,60,55,75,200,0,0,0,0,46,0,0,16
20240722-r11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240725-r41165,146,0,0,2,17,40,73,113,104,366,0,0,0,0,21,0,68,44
20240729-r11166,90,0,0,0,0,1,1,2,4,108,0,0,0,0,2,0,28,38
20240801-r41166,97,0,0,1,0,15,3,52,98,381,0,0,0,0,103,0,224,0
20240813-rd2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240829-r41170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240905-r41171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240912-r41172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240919-r41173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240925-rd2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240926-r41174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241001-t2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241003-r41175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241010-r41176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241017-r41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241024-r41178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241031-r41179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241107-r41180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241114-r41181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241119-rd2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241121-r41182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241128-r41183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241205-r41184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241212-r41185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241219-r41186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250618-vr2504,1,0,2,4,8,20,57,118,156,68,0,0,0,0,12,1,567,0
20250623-r11213,34,1,1,11,24,54,78,109,132,828,0,0,0,0,18,0,2,0
20250625-vo5176,148,0,2,6,20,56,141,269,352,512,0,0,0,0,288,93,1,42
20250630-r11214,57,1,11,52,104,112,66,105,67,782,0,0,0,0,111,0,0,38
20250703-r41214,6,0,0,1,1,6,12,17,61,266,0,0,0,0,4,0,12,0
20250707-r11215,108,0,1,22,49,106,135,158,176,1356,0,0,0,0,28,9,36,0
20250710-r41215,31,0,0,0,2,8,8,40,104,443,0,0,0,0,27,1,6,0
20250721-r11217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640
20250728-r11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138
20250811-r11220,60,0,0,4,7,49,40,48,58,766,0,0,0,0,10,14,2,938
20250813-r41220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870
20250818-r11221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
20250825-r11222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690
20250917-vr2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251120-r41234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251127-r41235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251203-vr2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260121-vr2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
