VgosDB,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_B,Total_D,Total_E,Total_F,Total_G,Total_H,Total_N,Total_-
20220616-r41055,115,0,0,0,1,1,1,22,173,781,0,0,0,0,303,9,0,0
20220621-r11056,32,0,0,1,1,5,26,47,104,184,0,0,0,0,0,0,1414,0
20220623-r41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876
20220627-r11057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158
20220629-rd2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256
20220630-r41057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426
20220704-r11058,70,1,0,0,3,20,48,98,180,537,0,0,0,0,18,1,0,810
20220706-r41058,155,0,0,0,1,0,4,25,189,799,0,0,0,0,145,12,0,38
20220711-r11059,132,1,0,1,1,16,74,99,219,602,0,0,0,0,2,1,28,32
20220712-t2154,453,0,1,0,10,25,31,178,332,512,0,0,0,0,10,0,2,508
20220714-r41059,112,0,0,0,0,4,2,46,307,550,0,0,0,0,57,0,0,242
20220718-r11060,121,0,0,0,0,2,9,63,154,460,0,0,0,0,1,0,24,0
20220721-r41060,223,0,0,2,7,6,63,50,185,733,0,0,0,0,177,2,8,0
20220725-r11061,88,0,0,0,0,17,7,56,164,918,0,0,0,0,16,0,2,322
20220728-r41061,61,0,0,0,0,16,31,55,217,637,0,0,0,0,9,12,6,350
20220801-r11062,151,0,0,0,0,0,18,38,216,724,0,0,0,0,0,1,18,0
20220803-r41062,98,0,0,0,0,0,11,33,216,971,0,0,0,0,10,7,6,24
20220808-r11063,363,0,0,0,4,7,70,215,598,2978,0,0,0,0,2,1,0,444
20220810-rd2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0
20220811-r41063,175,0,0,0,0,0,12,64,140,618,0,0,0,0,1,0,0,492
20220818-r41064,115,0,0,0,0,1,3,17,95,448,0,0,0,0,53,0,642,0
20220825-r41065,185,0,0,0,0,1,10,37,186,957,0,0,0,0,4,0,0,12
20220829-r11066,601,0,0,0,0,3,24,43,255,1920,0,0,0,0,0,0,16,0
20220901-r41066,202,0,0,0,0,2,20,87,369,1173,0,0,0,0,24,3,0,30
20220905-r11067,239,0,0,0,2,11,60,132,534,1859,0,0,0,2,3,2,2,402
20220908-r41067,830,0,0,0,0,0,0,105,32,326,0,0,0,0,65,0,0,0
20220912-r11068,342,0,0,0,0,0,0,4,42,508,0,0,0,0,0,0,0,586
20220913-t2155,939,0,0,0,0,2,17,105,265,986,0,0,0,0,12,0,6,110
20220914-rd2208,280,0,0,0,0,6,11,78,140,693,0,0,0,0,104,0,0,20
20220915-r41068,625,0,0,0,0,0,2,47,96,719,0,0,0,0,9,0,0,10
20220919-r11069,434,0,2,2,7,13,10,10,57,464,0,0,0,0,21,0,1478,78
20220922-r41069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,80
20220926-r11070,436,0,0,1,1,1,17,47,170,528,0,0,0,0,1,0,0,108
20220929-r41070,244,0,0,0,1,7,3,18,156,890,0,0,0,0,109,2,0,356
20221004-r11071,491,0,0,1,3,10,59,150,328,1814,0,0,0,0,0,0,0,0
20221006-r41071,193,0,0,0,0,3,9,73,279,1136,0,0,0,0,125,0,0,24
20221011-r11072,299,0,0,0,1,18,22,112,231,884,0,0,0,0,3,2,2,0
20221013-r41072,380,0,0,0,2,2,6,46,283,1005,0,0,0,0,46,6,2,286
20221017-r11073,484,0,0,0,0,0,21,45,160,967,0,0,0,0,1,0,24,706
20221018-t2156,71,0,0,0,0,0,0,0,4,39,0,0,0,0,0,0,2,1924
20221020-r41073,604,0,0,0,0,0,1,9,88,480,0,0,0,0,68,0,426,0
20221024-r11074,877,0,0,0,0,3,0,4,23,783,0,0,0,0,0,0,0,646
20221026-r41074,639,0,0,0,0,3,0,6,65,471,0,0,0,0,56,4,50,412
20221031-r11075,630,0,0,0,0,0,0,2,14,514,0,0,0,0,0,4,0,368
20221103-r41075,724,0,0,0,0,1,3,15,63,428,0,0,0,0,62,2,0,404
20221107-r11076,1302,0,0,0,0,1,2,6,64,1084,0,0,0,0,1,10,18,28
20221109-r41076,977,0,0,0,0,0,1,7,42,667,0,0,0,0,59,21,0,0
20221114-r11077,1042,0,0,0,0,1,2,25,76,588,0,0,0,0,0,6,0,0
20221117-r41077,865,0,0,0,0,0,1,7,54,631,0,0,0,0,31,1,0,38
20221121-r11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458
20221124-r41078,747,0,0,0,0,0,0,7,30,354,0,0,0,0,32,12,0,0
20221129-r11079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644
20221130-rd2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0
20221201-r41079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0
20221205-r11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664
20221208-r41080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
20221214-r41081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20221219-r11082,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,156,314
20221221-r41082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852
20221227-r11083,880,2,5,2,18,1,27,41,33,203,0,0,0,0,120,0,4,0
20221229-r41083,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,696,0
20230103-r11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744
20230104-r41084,1865,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,36,0
20230109-r11085,2010,0,0,0,0,0,0,1,0,40,0,0,0,0,0,1,0,46
20230110-t2p158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4122
20230112-r41085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070
20230116-r11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178
20230119-r41086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606
20230123-r11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300
20230125-rd2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230126-r41087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230202-r41088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230206-r11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230209-r41089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230213-r11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230216-r41090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,0
20230223-r41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918
20230302-r41092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562
20230309-r41093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728
20230313-r11094,268,0,0,0,0,1,4,14,49,378,0,0,0,0,0,2,0,1502
20230315-r41094,228,0,0,0,0,0,1,23,51,54,0,0,0,0,9,2,944,0
20230320-r11095,974,0,0,0,0,1,22,58,146,1000,0,0,0,0,5,44,0,2
20230322-rd2302,579,0,0,0,0,3,3,28,111,530,0,0,0,0,59,1,0,160
20230323-r41095,649,0,1,1,1,3,19,73,158,632,0,0,0,0,45,2,0,148
20230327-r11096,344,0,0,0,1,4,40,28,100,611,0,0,0,0,1,1,54,0
20230330-r41096,622,0,0,0,0,1,2,15,58,432,0,0,0,0,12,10,50,140
20230403-r11097,196,0,0,1,2,3,7,25,57,231,0,0,0,0,1,1,0,1758
20230404-t2160,991,0,0,0,2,14,16,124,281,831,0,0,0,0,7,32,24,142
20230411-r11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210
20230412-rd2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0
20230413-r41098,51,0,0,0,0,3,7,25,135,960,0,0,0,0,230,0,1929,82
20230417-r11099,187,0,0,1,0,13,50,70,188,1009,0,0,0,0,1,5,0,332
20230420-r41099,382,0,0,0,0,1,9,43,98,210,0,0,0,0,23,8,320,0
20230424-r11100,49,0,0,1,6,17,89,313,354,513,0,0,0,0,0,0,0,0
20230427-r41100,66,0,0,0,1,6,15,100,179,677,0,0,0,0,5,5,8,170
20230502-r11101,825,0,0,1,0,3,32,48,259,1551,0,0,0,0,1,6,0,12
20230504-r41101,459,0,0,0,0,0,17,56,78,993,0,0,0,0,35,6,0,0
20230508-r11102,171,1,4,14,21,46,124,141,304,1594,0,0,0,0,3,1,28,0
20230510-rd2304,26,0,1,0,2,9,13,133,225,527,0,0,0,0,6,0,0,0
20230511-r41102,115,0,0,2,3,35,109,155,217,791,0,0,0,0,73,6,0,132
20230515-r11103,79,0,0,4,8,50,103,231,186,1257,0,0,0,0,13,13,0,122
20230522-r11104,383,0,0,0,2,8,52,203,166,1009,0,0,0,0,5,0,80,608
20230525-r41104,593,0,0,0,0,0,1,31,44,705,0,0,0,0,15,9,4,112
20230530-r11105,1179,0,0,0,0,3,16,67,121,975,0,0,0,0,8,1,0,6
20230531-r41105,642,0,0,0,0,1,15,42,38,559,0,0,0,0,9,4,0,132
20230605-r11106,978,0,0,0,0,4,18,76,150,1401,0,0,0,0,0,1,10,48
20230608-r41106,899,0,0,0,0,0,7,55,151,556,0,0,0,0,37,35,62,0
20230612-r11107,1005,0,0,0,0,2,0,18,126,719,0,0,0,0,2,4,0,312
20230614-r41107,869,0,0,0,0,1,10,14,186,351,0,0,0,0,30,11,8,0
20230619-r11108,836,0,0,0,0,1,16,54,133,1061,0,0,0,0,2,5,2,0
20230620-t2161,501,0,0,2,2,19,30,95,453,1337,0,0,0,0,20,13,114,366
20230621-rd2305,401,0,2,1,7,25,33,79,117,599,0,0,0,0,32,18,0,134
20230622-r41108,751,0,0,0,0,0,0,22,87,458,0,0,0,0,32,14,0,28
20230626-r11109,647,0,0,1,0,8,18,27,105,936,0,0,0,0,0,0,0,34
20230629-r41109,471,0,0,0,0,0,2,8,46,324,0,0,0,0,28,5,0,0
20230703-r11110,1854,0,0,0,1,1,4,15,48,893,0,0,0,0,0,0,30,0
20230705-rd2306,589,0,0,0,0,0,0,11,16,381,0,0,0,0,1,0,6,0
20230706-r41110,559,0,0,0,0,2,11,26,66,553,0,0,0,0,75,12,2,378
20230710-r11111,496,0,0,0,0,3,22,67,178,992,0,0,0,0,0,0,28,0
20230713-r41111,843,0,0,1,0,10,59,37,167,680,0,0,0,0,34,13,24,20
20230717-r11112,460,0,0,0,0,2,4,8,45,505,0,0,0,0,10,0,28,0
20230720-r41112,518,0,0,0,0,2,3,20,94,1056,0,0,0,0,90,23,0,22
20230724-r11113,400,0,0,0,0,20,30,99,134,946,0,0,0,0,17,4,2,18
20230727-r41113,506,0,1,3,7,18,38,84,170,1102,0,0,0,0,7,7,7,24
20230803-r41114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
