VgosDB,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_G,Total_H
20250811-r11220, 9, 0, 0, 3, 11, 50, 29, 44, 61, 746, 14, 2
20250623-r11213, 17, 3, 1, 12, 32, 82, 94, 122, 91, 395, 3, 0
20250630-r11214, 211, 2, 11, 69, 129, 171, 91, 273, 77, 434, 27, 0
20250707-r11215, 394, 0, 2, 14, 26, 92, 113, 123, 78, 692, 47, 1
20250710-r41215, 23, 3, 3, 4, 1, 13, 21, 83, 163, 423, 32, 1
20250703-r41214, 4, 0, 0, 4, 4, 18, 27, 44, 139, 277, 13, 0
